DelineationCode,SampleDate,CFC_ALG,CFC_ALL_EMAP,CFC_ALL_SWAMP,CFC_AQM,CFC_BRS,CFC_HUM,CFC_LTR,CFC_LWD,CFC_OHV,CFC_RCK,CFC_UCB,FL_F,FL_M,FL_N_F,FL_N_M,FL_Q_F,FL_Q_M,MWVM_F,MWVM_M,NFC_DLU,NFC_EFR,NFC_ERN,PBM_E,PBM_S,PBM_V,PCT_BDRK,PCT_BIGR,PCT_CB,PCT_CF,PCT_CF_WT,PCT_CPOM,PCT_DR,PCT_FAST,PCT_FAST_WT,PCT_FN,PCT_GC,PCT_GF,PCT_GL,PCT_GL_WT,PCT_HP,PCT_MAA,PCT_MAP,PCT_MAU,PCT_MCP,PCT_MIAT1,PCT_MIAT1P,PCT_MIATP,PCT_NSA,PCT_OT,PCT_POOL,PCT_POOL_WT,PCT_RA,PCT_RA_WT,PCT_RC,PCT_RI,PCT_RI_WT,PCT_RN,PCT_RN_WT,PCT_RR,PCT_RS,PCT_SA,PCT_SAFN,PCT_SB,PCT_SFGF,PCT_SLOW,PCT_SLOW_WT,PCT_WD,PCT_XB,PWVZ,RBP_CHN,RBP_EPI,RBP_FLW,RBP_PLS,RBP_SED,SB_PP_D10,SB_PP_D25,SB_PP_D50,SB_PP_D75,SB_PP_D90,SB_PT_D10,SB_PT_D25,SB_PT_D50,SB_PT_D75,SB_PT_D90,SINU,SINU_WORKING,Slope_0,Slope_0_5,Slope_1,Slope_2,W1_HALL_EMAP,W1_HALL_SNARL,W1_HALL_SWAMP,W1H_BLDG,W1H_BRDG,W1H_CROP,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_ORVY,W1H_PARK,W1H_PIPE,W1H_PSTR,W1H_PVMT,W1H_PWRL,W1H_ROAD,W1H_TRAL,W1H_VEGM,W1H_WALL,XBEARING,XBKF_H,XC,XCDENBK,XCDENMID,XCM,XCMG,XEMBED,XFC_ALG,XFC_AQM,XFC_BIG,XFC_BRS,XFC_HUM,XFC_LTR,XFC_LWD,XFC_NAT_EMAP,XFC_NAT_SWAMP,XFC_OHV,XFC_RCK,XFC_UCB,XG,XGB,XGH,XGW,XKBF_W,XM,XMIAT,XMIATP,XMW,XPCAN,XPCM,XPCMG,XPGVEG,XPMGVEG,XPMID,XSDGM,XSLOPE,XSPDGM,XSPGM,XWAK,XWDA,XWDEPTH,XWDM,XWDO,XWDR,XWIDTH,XWPH,XWSC,XWSL,XWTB,XWTC,XWTF,XWV_F,XWV_M
SMC03048,5/13/2009,8,8,9,11,11,7,10,7,11,9,9,0,0,,NA,0.2,0.007,0.4,0.1,,,,9,0,91,0,12,0,0,0,77,0,16,16,20,7,4,76,76,0,7,7,0,59,0,0,18,7,0,8,8,0,0,0,14,14,2,2,0,0,50,70,5,74,84,84,14,0,9.1,,,,,,0.03,1.03,1.03,1.03,40,0.03,1.03,1.03,1.03,40,1.04,,20,30,50,70,0.65,,0.65,0.27,0,0,0.14,0,0,0,0.21,0,0,0,,0.03,,0,0,211,0.3,43,,98,71,121,,3.6,20.7,16.4,12.3,3.2,10,3.2,81,111.7,55.5,5.9,4.1,50,32,32,18,5.5,28,0,0.2,,1,1,1,1,0.91,1,0.9,3,0.9,0.943112361,480,0.3,11.6,25.6,5.91,22.4,2.6,7.81,2094,1.1,2.76,14.8,58.6,0.05,0.02
SMC03133,6/2/2010,10,1,1,0,0,0,0,0,0,0,0,0.00264995,0.09358209,0.00264995,0.09358209,NA,NA,1.2,0.365759999,Agriculture,NO,NO,0,100,0,0,0,0,0,0,3.80952381,0,0,0,0,0,0,100,100,0,42.85714286,43.80952381,1.904761905,0,33.33333333,37.23404255,89.52380952,63.80952381,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,NA,NA,,,NA,0.03,0.03,1.03,1.03,1.03,5660,5660,5660,5660,5660,,,0,0,40,100,0,,0,0,0,0,0,0,0,0,0,0,0.667,0,,0,,0,1.295454545,349,0.9,0,,0,0,0,,52.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1.338095238,1.494680851,,0,0,0,0,0,Inf,5660,1.046,,NA,NA,0.020292105,1.7425,4.047619048,10.44,492.8024868,8.587083333,8,747,0.36,NA,23.94,75.092,1.119402985,0.341194029
SMC03268,5/28/2009,11,5,5,11,0,0,0,11,8,1,0,22.04400412,0.624216683,NA,NA,22.04400412,0.624216683,2.18,0.664463999,Agriculture,NO,NO,0,100,0,0,4.761904762,0,0,0,2.857142857,0,51,51,0,4.761904762,11.42857143,49,49,0,20,24.76190476,5.714285714,34.28571429,0,0,0,24.76190476,0,0,0,0,0,0,32.5,32.5,18.5,18.5,0,0,83.80952381,83.80952381,0,95.23809524,49,49,0,0,0,3,9,,,5,0.03,1.03,1.03,1.03,9,1.03,1.03,1.03,1.03,9,,,0,100,100,100,0,,0,0,0,0.818363636,0,0,0,0,0,0,0,0,,0.8335,,0,1.5,188.7,0.57,0,,1.604278075,0,48.52272727,,19.54545455,33.86363636,5.454545455,0,0,0,5,22.95454545,56.81818182,17.5,0.454545455,0,48.52272727,38.29545455,48.52272727,0,150,0,0,0,,0,0,0,1,1,Inf,1.570737726,0.266666667,,1.570737726,251,0.333852404,23.48095238,39.55813953,5.44,29.95335632,7.033333333,7.69,1443,0.84,NA,18351,33063.8,0.67,0.204216
SMC03320,6/8/2010,0,4,5,11,1,0,6,0,11,0,7,,,,,7.7,0.21,0.9,0.3,,,,0,0,100,0,0,0,0,0,4,0,0,0,89,0,0,100,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,100,0,100,100,100,0,0,26.7,,,,,,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,1.03,1.05,,0,0,0,50,0.67,,0.67,0,0,0.61,0,0,0,0,0.06,0,0,0,,0,,0,0,205,0.4,21,,91,67,139,,0,15.9,3.2,0.5,0,2.7,0,22.6,41.2,18.9,0,3.2,72,16,11,61,4.6,46,0,,,0.95,0.95,0.95,1,1,1,0,2.1,0,,140,0.1,4.8,11.5,8.47,50,2.4,8.2,2245,1.1,680,21.8,71.3,0.43,0.13
SMC03354,5/5/2009,6,6,6,10,10,0,0,5,6,11,0,0.758963322,0.021491448,,NA,0.8,0.02,1,0.3,,,,0,95,5,0,34,7,0,0,50,0,40,40,7,6,15,57,56,0,2,4,2,38,2,4,53,6,0,2,2,0,0,0,40,40,0,0,0,0,43,50,12,65,59,58,2,9,28.6,,,,,,1.03,1.03,1.03,110,625,1.03,1.03,1.03,110,625,1.01,,10.5,21.1,47.7,68.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,212,0.2,24,,53,94,186,54,4.5,6.4,43.9,21.4,0,0,5.9,72.8,79.2,7.5,38,0,92,7,46,46,4.8,70,0.2,0.4,,1,1,1,1,1,1,7.1,1.6,7.1,7.791469883,180,0.4,10.8,24.3,8.17,30.6,3.3,NA,793,0.4,NA,21.2,70.2,0.55,0.17
SMC03533,6/1/2010,11,4,4,11,11,0,0,0,11,0,0,0.001911387,0.0675,0.001911387,0.0675,NA,NA,1,0.3048,Other,NO,NO,0,0,100,0,0.952380952,0,0,0,23.80952381,0,100,100,11.42857143,0.952380952,17.14285714,0,0,0,8.571428571,10.47619048,1.904761905,16.19047619,9.523809524,32.25806452,29.52380952,19.04761905,2.857142857,0,0,0,0,0,100,100,0,0,0,0,66.66666667,78.0952381,0,95.23809524,0,0,0.952380952,0,0,17,2,,,2,1.03,1.03,9,157,625,0.03,1.03,1.03,1.03,9,,,0,10,10,100,0.613636364,,0.613636364,0,0,0,0.613636364,0,0,0,0,0,0,0,,0.272863636,,0,0,290.8,0.450909091,25,,46.65775401,50,60,,5,5,0,5,0,0,0,15.45454545,20.45454545,10.45454545,0,0,10,25,5,5,27.03636364,25,0.376190476,1.274193548,,1,1,1,1,0,1,1.032490346,1.359,,1.032490346,NA,0.01365593,1.533333333,4.047619048,9.36,732.2826087,11.22833333,7.27,861,0.42,NA,22.14,71.852,0.75,0.2286
SMC03643,6/24/2010,4,7,8,11,6,0,7,3,11,11,9,,,,,2.1,0.05,0.7,0.2,,,,0,0,100,1,78,40,5,5,81,0,50,50,0,21,7,41,41,0,42,42,0,21,1,4,27,43,0,9,9,0,0,0,45,45,0,0,1,0,10,10,16,17,50,50,5,0,17.6,,,,,,1.03,40,157,157,625,1.03,40,157,157,625,1.01,,0,60,90,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,133,0.7,36,,68,75,139,25,5.5,21.8,48.9,6.4,0,6.8,5,78.9,107.5,23.6,38,5.9,64,18,33,31,11.1,39,0.1,0.4,,1,1,1,1,1,1,71.7,0.5,68.6,,240,0.8,10.5,24.7,8.64,72.4,7.6,7.69,673,0.3,0.19,18.3,64.9,0.13,0.04
SMC03687,6/2/2010,0,0,0,0,0,0,0,0,0,0,0,0.000248457,0.008774194,0.000248457,0.008774194,NA,NA,0.64516129,0.196645161,Urban/Industrial,NO,NO,0,100,0,0,0,0,0,0,5.714285714,0,0,0,0,0,0,100,100,0,0,0,0,0,1.904761905,1.904761905,100,1.904761905,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,NA,NA,,,NA,9,40,157,625,2500,5660,5660,5660,5660,5660,,,0,0,0,90,0.636681818,,0.636681818,0.636681818,0,0,0,0,0,0,0,0,0,0.030318182,,0,,0,1.477272727,167.9,1.4,0,,7.620320856,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.538095238,0.538095238,,0,0,0,0,0,Inf,5660,1.725,,NA,NA,0.070390342,1.457666667,3.166666667,10.56,142.064944,2.070833333,11.01,755,0.36,NA,30.97,87.746,0.64516129,0.196645161
SMC03832,6/8/2009,11,7,8,11,2,0,2,3,10,9,4,1.064819836,0.03015234,,NA,1.1,0.03,0.1,0,,,,100,0,0,0,4,1,0,0,91,0,10,10,90,2,5,90,90,0,27,27,0,3,0,0,50,27,0,0,0,0,0,0,10,10,0,0,0,0,1,91,1,96,90,90,0,0,13.3,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1,,0,60,80,90,0.21,,0.21,0,0,0.15,0,0,0,0,0,0,0.06,0,,0,,0,0,185,0.7,0,,0,4,13,10,5,5,10.9,0.9,0,0.9,1.4,16.3,22.2,4.5,7.7,1.8,9,81,6,3,44,4,0.1,0.2,,0,0,0,1,0.05,0.86,0.1,0.7,0.1,0.05568983,176,0.3,4.4,11.3,11.08,136.4,6,8.46,1418,0.7,3.92,23.5,74.3,0.06,0.02
SMC03944,7/12/2010,11,4,4,4,1,11,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,Urban/Industrial,NO,NO,0,100,0,0,0,0,0,0,21.9047619,0,0,0,0,0,0,100,100,0,0,4.761904762,4.761904762,0,60,61.16504854,98.0952381,61.9047619,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,NA,NA,NA,,,NA,1.03,1.03,1.03,1.03,9,5660,5660,5660,5660,5660,,,0,10,100,100,0.447090909,,0.447090909,0.242545455,0,0,0.204545455,0,0,0,0,0.136363636,0,0.954590909,,0.401681818,,0,1.5,272.8,0.25,4.090909091,,7.620320856,5.227272727,10.45454545,,5,1.818181818,87.5,0.454545455,87.5,0,0,0.454545455,2.272727273,0,0,0,5.227272727,78.06818182,3.863636364,1.363636364,9.6,1.136363636,3.485714286,3.553398058,,0.454545455,0.227272727,0.227272727,0.818181818,0,4.4,5660,0.686666667,,NA,204,0.012579957,0.561904762,1.047619048,13.75,794.9152542,4.466666667,8.34,3174,1.64,2.7,28.01,82.418,NA,NA
SMC04047,5/14/2009,11,5,5,5,0,0,0,11,10,11,0,3.045659212,0.086243465,NA,NA,3.045659212,0.086243465,NA,NA,Forest,NO,NO,0,77.27272727,22.72727273,0,89.52380952,39.04761905,0.5,0.4925,15.23809524,1.5,30.5,30.0425,0.952380952,18.0952381,9.523809524,60.5,59.5925,0,87.12871287,88,5.940594059,2.857142857,0,0,0,100,0,7.5,7.3875,0,0,0,30,29.55,0,0,0,0,0,0.952380952,27.61904762,10.47619048,68,66.98,0,4.761904762,NA,16,13,,,16,1.03,1.03,1.03,1.03,1.03,21.4,40,157,625,625,,,0,0,0,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0.090954545,,0,0,180.2,0.440909091,0.681818182,,0.13368984,11.13636364,22.04545455,46.82926829,87.5,2.272727273,87.04545455,0,0,0,5,91.59090909,93.86363636,4.545454545,82.04545455,0,10.90909091,87.5,5,5.909090909,23.40909091,10.45454545,0,0,,0.136363636,0.136363636,0.136363636,1,0.045454545,1,143.7877319,1.426666667,,143.7877319,183,0.073636679,10.0952381,15.79069767,8.65,135.8018868,13.70952381,8.04,765,0.45,NA,17.11,62.798,NA,NA
SMC04054,5/27/2009,7,6,7,8,11,0,11,2,11,0,10,2.830914937,0.080162584,NA,NA,2.830914937,0.080162584,0.89,0.271272,"Suburban, Town",NO,NO,54.54545455,0,45.45454545,0,2.857142857,0.952380952,0,0,48.57142857,0,0,0,20.95238095,1.904761905,1.904761905,77,77,0,1.904761905,1.904761905,0,0,0,0,88.37209302,1.904761905,16.19047619,23,23,0,0,0,0,0,0,0,0,0,58.0952381,79.04761905,0,80.95238095,100,100,0,0,18.75,15,11,,,5,0.03,1.03,40,157,157,0.03,0.78,1.03,1.03,1.03,,,0,50,100,100,1.431818182,,1.431818182,0,0,0,1.431818182,0,0,0,0.5,0,0,0,,0.3335,,0,0,258.7,0.798945455,49.09090909,,91.31016043,101.0227273,116.8181818,60,3.181818182,3.636363636,22.95454545,22.72727273,0,23.63636364,4.545454545,102.7272727,130,57.04545455,0,18.40909091,15.79545455,14.88636364,10.56818182,5.227272727,9.116290909,51.93181818,0.337209302,0.381578947,,1,0.954545455,0.818181818,0.863636364,0.363636364,1.047619048,0.514315998,0.5,,0.514315998,320,0.464786882,25.0952381,39.20930233,5.62,21.51523719,5.3993,7.51,2352,1.21,-1.6,18.8,65.84,0.464375,0.1415415
SMC04086,5/6/2009,0,4,5,11,0,0,4,0,9,1,1,NA,NA,,NA,NA,NA,NA,NA,,,,0,100,0,0,9,3,0,0,90,0,5,5,33,0,9,95,95,0,0,0,0,81,0,0,12,0,0,0,0,0,0,0,5,5,0,0,0,0,46,79,4,88,95,95,4,2,NA,,,,,,0.03,0.03,1.03,1.03,6,0.03,0.03,1.03,1.03,6,1.02,,0,0,60,60,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,274,0.2,59,,96,97,199,47,0,87.5,1,0,0,1.8,0,72.6,161.9,71.6,0.5,0.5,102,10,67,35,9.9,38,0,0.2,,1,1,1,1,1,1,0.6,1.8,0.6,0.663507482,350,0.3,8.7,22.5,6.8,33.3,2.9,8.3,1075,0.5,0.75,18.4,65.1,NA,NA
SMC04175,6/11/2009,10,6,7,11,0,1,11,11,11,9,0,0.077572327,0.002196604,NA,NA,0.077572327,0.002196604,1.83,0.557783999,Range,NO,NO,0,72.72727273,27.27272727,0.961538462,59.61538462,27.88461538,0,0,12.38095238,7,9,8.37,11.53846154,24.03846154,11.53846154,84,78.12,0,34.28571429,36.19047619,2.857142857,58.0952381,1.01010101,10,10.1010101,37.25490196,4.807692308,0,0,0,0,0,9,8.37,0,0,0.961538462,0,12.5,24.03846154,6.730769231,35.57692308,84,78.12,0,0,0,15,13,,,16,0.03,1.03,1.03,9,9,0.03,1.03,40,157,157,,,0,20,20,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,225.4,0.477272727,11.81818182,,43.44919786,29.54545455,73.06818182,40.74074074,27.95454545,53.86363636,18.63636364,0,0.454545455,8.636363636,6.818181818,60.68181818,123.1818182,42.5,11.36363636,0,43.52272727,45.11363636,26.70454545,16.81818182,14.62727273,17.72727273,0.073232323,0.725,,0.727272727,0.727272727,0.727272727,1,0.863636364,1,0,0.031666667,,0,250,0.10078637,7.323809524,12.27906977,7.18,99.21976593,7.266666667,7.6,1149,0.72,NA,14.96,58.928,1.038636364,0.316576363
SMC04239,6/11/2009,11,5,6,11,0,0,11,11,11,11,0,0,0,NA,NA,0,0,0.87,0.265176,Forest,NO,NO,0,100,0,0,63.80952381,34.28571429,0,0,5.714285714,2,29.5,28.91,8.571428571,23.80952381,18.0952381,65.5,64.19,0,62.37623762,73,18.81188119,21.9047619,0,0,3.06122449,79.34782609,4.761904762,3,2.94,0,0,0,29.5,28.91,0,0,0,0,3.80952381,12.38095238,5.714285714,30.47619048,68.5,67.13,0.952380952,0,0,15,13,,,11,1.03,1.03,1.03,1.03,1.03,1.03,9,40,157,157,,,0,0,0,100,0.068181818,,0.068181818,0,0,0,0.068181818,0,0,0,0,0,0,0,,0,,0,0,162,0.536363636,5,,27.40641711,16.36363636,57.15909091,54.02777778,37.72727273,14.09090909,25,0,0,5,5,42.72727273,61.81818182,17.72727273,20,0,40.79545455,57.95454545,26.70454545,14.09090909,50,11.36363636,0.015306122,0.5,,0.454545455,0.454545455,0.454545455,1,0.863636364,1.222222222,26.16552463,1.26,,26.16552463,225,0.040849526,8.60952381,14.76744186,12.27,244.800885,21.07619048,8.06,828,0.47,NA,18.37,65.066,0.315833333,0.096266
SMC04264,7/9/2010,11,6,7,10,10,0,10,0,11,6,2,1.956878911,0.05541264,NA,NA,1.956878911,0.05541264,1.38,0.420623999,"Suburban, Town",NO,NO,0,27.27272727,72.72727273,4.761904762,35.23809524,17.14285714,0,0,75.23809524,0,16.5,16.5,0.952380952,7.619047619,0.952380952,64.5,64.5,0,35.57692308,49.03846154,23.07692308,2.857142857,19.23076923,20,96.15384615,57.84313725,35.23809524,19,19,0,0,0,16.5,16.5,0,0,4.761904762,0,27.61904762,28.57142857,5.714285714,29.52380952,83.5,83.5,0,0,14.28571429,16,15,,,17,0.03,0.03,1.03,1.03,9,1.03,1.03,40,157,625,,,20,50,50,50,1.045636364,,1.045636364,0.363818182,0,0,0.681818182,0,0,0,0.030318182,0,0.181863636,0.469863636,,0,,0,0,159.6,0.647272727,28.97727273,,64.57219251,65,126.1363636,47.22222222,30.22727273,6.363636364,3.636363636,4.545454545,0,15.90909091,0,16.81818182,39.09090909,8.636363636,2.727272727,0.909090909,61.13636364,12.84090909,22.5,38.63636364,11.27272727,36.02272727,0.891826923,0.9275,,0.863636364,0.863636364,0.863636364,1,0.909090909,1.157894737,19.47579895,0.9,,12.41634022,404,0.400374883,20.34285714,40.9047619,5.33,24.97659176,5.080952381,7.65,2926,1.53,0.2,17.41,63.338,0.539285714,0.164374285
SMC04308,6/17/2009,11,6,7,11,0,0,9,10,11,10,4,4.412393818,0.124945079,NA,NA,4.412393818,0.124945079,0.71,0.216408,"Suburban, Town",NO,NO,0,100,0,58.0952381,80.95238095,3.80952381,1,1,14.28571429,0,30,30,2.857142857,4.761904762,8.571428571,48,48,0,37.86407767,39.21568627,1.941747573,12.38095238,45.45454545,60.81081081,74.74747475,69.6969697,3.80952381,22,22,0,0,0,24.5,24.5,4.5,4.5,58.0952381,0,3.80952381,6.666666667,11.42857143,15.23809524,70,70,0,2.857142857,0,11,11,,,15,0.03,9,40,625,625,9,625,5660,5660,5660,,,0,70,70,70,1.159090909,,1.159090909,0,0,0,1.159090909,0,0,0,0,0,0,0,,0,,0,0.681818182,214.2,0.559090909,7.045454545,,56.4171123,14.77272727,37.5,39.16666667,54.09090909,8.636363636,32.27272727,0,0,5.909090909,6.363636364,45.68181818,60.22727273,13.40909091,22.27272727,3.636363636,22.72727273,77.84090909,13.18181818,9.545454545,13.54545455,7.727272727,1.97979798,2.648648649,,0.5,0.5,0.5,1,0.409090909,1.222222222,805.8371604,2.017460317,,41.23152056,250,0.294767442,19.31428571,29.25581395,8.92,33.92504931,6.552380952,8.19,1431,0.85,NA,17.2,62.96,0.414,0.1261872
SMC04383,6/9/2010,11,5,6,10,11,0,10,0,11,11,0,14.86243074,0.420857171,NA,NA,14.86243074,0.420857171,0.88,0.268224,Forest,NO,NO,0,100,0,0,56.19047619,16.19047619,1.5,1.5,26.66666667,0,76.5,76.5,1.904761905,13.33333333,28.57142857,19,19,0,36.36363636,40.42553191,4.04040404,0,0,0,38.7755102,43.67816092,0,4.5,4.5,0,0,0,73,73,2,2,0,0,13.33333333,15.23809524,20,43.80952381,23.5,23.5,0,6.666666667,0,17,17,,,18,1.03,1.03,9,40,157,1.03,9,40,625,625,,,0,20,30,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,101.4,0.864545455,28.97727273,,50,51.13636364,95.34090909,44.28571429,22.5,4.545454545,62.5,5,0,4.545454545,0,76.13636364,85.22727273,8.636363636,62.5,0,44.20454545,33.86363636,21.02272727,23.18181818,18.68181818,22.15909091,0.117346939,0.302631579,,1,1,1,1,1,1,39.82768645,2.173333333,,39.82768645,198,0.137797753,14.6,31.0952381,8.86,72.57012394,10.5952381,7.91,764,0.45,NA,16.22,61.196,0.22875,0.069723
SMC04399,6/11/2009,10,6,7,11,0,0,9,11,10,7,1,5.940537566,0.168217291,NA,NA,5.940537566,0.168217291,0.78,0.237744,Forest,NO,NO,9.090909091,72.72727273,18.18181818,0,25.71428571,9.523809524,0,0,15.23809524,0,27,24.3,37.14285714,6.666666667,2.857142857,62,55.8,0,1.904761905,2.857142857,0.952380952,46.66666667,0.952380952,4.545454545,20.95238095,3.80952381,8.571428571,1,0.9,0,0,0,27,24.3,0,0,0,0,25.71428571,62.85714286,9.523809524,65.71428571,63,56.7,0,0,0,9,11,,,13,0.73,1.03,1.03,1.03,1.03,0.03,0.03,1.03,40,391,,,0,100,100,100,0.340909091,,0.340909091,0,0,0,0.340909091,0,0,0,0,0,0,0,,0,,0,0,167.2,0.563636364,3.409090909,,28.40746055,12.93290043,57.02380952,56.11111111,8.181818182,43.86363636,17.09090909,0,0,4.5,5,45.34090909,93.70454545,28.25,11.59090909,0.5,44.09090909,52.04545455,29.09090909,15,32.54545455,9.523809524,0.102380952,0.488636364,,0.681818182,0.666666667,0.666666667,1,0.909090909,1.05,1.126043015,0.293333333,,1.126043015,240,0.168604139,18.23333333,30.74418605,8.28,59.31052494,10.81428571,7.92,1238,0.67,NA,20.9,69.62,0.43,0.131064
SMC04600,6/8/2010,10,6,7,10,2,0,8,0,10,7,10,,,,,19.8,0.56,3.3,1,,,,0,0,100,0,33,2,0,0,51,0,7,7,0,25,31,93,93,0,26,38,12,10,0,,0,38,0,0,0,0,0,0,7,7,0,0,0,0,30,30,6,61,93,93,7,0,10,,,,,,1.03,1.03,9,40,40,1.03,1.03,9,40,40,1.01,,0,60,100,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,312,0.7,23,,24,62,112,48,15.5,6.4,9.6,0.9,0,3.6,0,16.9,26.9,6.4,3.2,6.4,50,39,7,43,17.1,39,0,,,0.59,0.59,0.59,1,0.73,0.82,9.3,0.5,9.3,,268,1.2,17.7,34,9.43,39,6.9,8.26,1431,0.7,4.15,20.8,69.5,2.28,0.7
SMC04748,7/2/2009,11,4,5,11,0,0,10,0,6,0,9,17.6592714,0.500054879,NA,NA,17.6592714,0.500054879,2.76,0.841247999,Agriculture,NO,NO,13.63636364,81.81818182,4.545454545,0,19.04761905,9.523809524,0,0,4.761904762,0,70,70,10.47619048,9.523809524,9.523809524,30,30,0,43.80952381,43.80952381,0,35.23809524,0.961538462,1.298701299,74.03846154,45.19230769,5.714285714,0,0,0,0,0,25.5,25.5,44.5,44.5,0,0,55.23809524,65.71428571,0,75.23809524,30,30,0,0,36.36363636,18,11,,,8,0.03,1.03,1.03,1.03,1.03,0.03,1.03,1.03,9,63.4,,,0,70,100,100,0,,0,0,0,0.212227273,0,0,0,0,0,0,0,0,,0,,0,0,214.2,0.375909091,20.11363636,0,6.777493606,74.43181818,124.7727273,42.5,17.72727273,37.95454545,4.090909091,0,0,4.545454545,0,8.636363636,51.13636364,4.545454545,0,4.090909091,50.34090909,5.113636364,27.84090909,22.5,19.54545455,54.31818182,0.338942308,0.457792208,,0.727272727,0.727272727,0.727272727,1,0.954545455,1,2.081289381,0.433333333,,2.081289381,232,0.12530541,10.25714286,19.93023256,8.61,79.80501393,8.185714286,8.16,1086,0.54,37.5,21.59,70.862,1.265454545,0.385710545
SMC04749,6/23/2009,10,5,5,11,11,1,0,0,11,0,0,0.000651287,0.023,0.000651287,0.023,NA,NA,0.166666667,0.0508,Urban/Industrial,NO,NO,0,68.18181818,31.81818182,0,0,0,0,0,60,0,0,0,42.85714286,0,3.80952381,18,18,0,38.0952381,43.80952381,9.523809524,20.95238095,0,0,74.11764706,44.23076923,0,82,82,0,0,8.571428571,0,0,0,0,0,0,44.76190476,87.61904762,0,91.42857143,100,100,0,0,0,NA,NA,,,NA,0.03,1.03,1.03,1.03,157,0.03,0.03,1.03,1.03,9,,,40,60,60,60,1.916727273,,1.916727273,0.454590909,0,0,1.462136364,0,0,0,0.090909091,1.159227273,0,0.045454545,,0.530318182,,0.204545455,1.0835,163.1,0.375454545,2.5,,1.203208556,21.13636364,55.11363636,,26.59090909,12.27272727,0.454545455,25,0.454545455,0,0,30,42.27272727,5,0,0,33.97727273,25.90909091,18.97727273,15,9.6,18.63636364,0.191176471,0.257936508,,0.318181818,0.272727273,0.272727273,0.954545455,0.727272727,1.466666667,0.514169063,0.133333333,,0.214879796,NA,0.214968878,5.9,8.744186047,5.8,46.51836158,2.744583333,8.65,85,0.01,53,19.6,67.28,0.166666667,0.0508
SMC04756,7/7/2010,11,4,5,11,11,0,11,0,11,0,0,11.45167046,0.324275196,NA,NA,11.45167046,0.324275196,1.63,0.496823999,Agriculture,NO,NO,0,36.36363636,63.63636364,0,0,0,0,0,19.04761905,0,90,90,4.761904762,0,4.761904762,10,10,0,1.904761905,2.857142857,0.952380952,9.523809524,0,0,9.523809524,2.857142857,6.666666667,0,0,0,0,0,90,90,0,0,0,0,83.80952381,88.57142857,0,93.33333333,10,10,0,0,0,NA,NA,,,NA,0.03,1.03,1.03,9,33.8,1.03,1.03,1.03,1.03,1.03,,,0,90,100,100,0.272727273,,0.272727273,0,0,0,0.272727273,0,0,0.667,0,0,0,0,,0,,0,0,234.6,0.418181818,28.18181818,,35.02673797,48.97727273,68.75,,6.818181818,15.90909091,0,5,0,5,0,27.5,48.40909091,22.5,0,0,19.77272727,82.04545455,11.36363636,8.409090909,11.54545455,20.79545455,0.023809524,0.25,,1,0.954545455,0.954545455,1,0.318181818,1.047619048,0.960539549,0.32,,0.960539549,196,0.121378469,9.476190476,18.28571429,8.32,82.38693467,7.807142857,7.49,1609,0.94,NA,18.21,64.778,0.8424375,0.25677495
